Frame,Object ID,Class,Confidence,Bounding Box
250.0,250.0_13,car,0.619539737701416,"[273, 140, 27, 26]"
260.0,260.0_8,car,0.9964050650596619,"[125, 303, 108, 76]"
260.0,260.0_34,car,0.9822447299957275,"[371, 210, 39, 30]"
260.0,260.0_25,car,0.9806888699531555,"[387, 167, 31, 27]"
260.0,260.0_27,car,0.9516996145248413,"[439, 167, 29, 25]"
260.0,260.0_5,car,0.9495562314987183,"[359, 249, 64, 61]"
260.0,260.0_13,car,0.9438519477844238,"[390, 347, 86, 123]"
260.0,260.0_30,car,0.9304491281509399,"[441, 193, 33, 31]"
260.0,260.0_22,car,0.9253530502319336,"[365, 154, 27, 17]"
260.0,260.0_2,car,0.9171041250228882,"[455, 218, 50, 51]"
260.0,260.0_18,car,0.8674213886260986,"[612, 140, 25, 19]"
260.0,260.0_16,car,0.8344583511352539,"[276, 143, 22, 19]"
260.0,260.0_17,car,0.8279819488525391,"[409, 144, 21, 15]"
260.0,260.0_28,car,0.8190203309059143,"[600, 167, 35, 25]"
260.0,260.0_23,car,0.7640101313591003,"[407, 151, 25, 16]"
260.0,260.0_24,car,0.7176204323768616,"[409, 162, 24, 16]"
260.0,260.0_14,car,0.5764418244361877,"[442, 126, 22, 13]"
260.0,260.0_15,car,0.5524021983146667,"[411, 137, 21, 12]"
270.0,270.0_35,car,0.9863707423210144,"[383, 174, 34, 29]"
270.0,270.0_44,car,0.9857527613639832,"[368, 218, 46, 36]"
270.0,270.0_40,car,0.9738221168518066,"[439, 199, 43, 36]"
270.0,270.0_5,car,0.9681981205940247,"[354, 258, 81, 68]"
270.0,270.0_36,car,0.9659260511398315,"[440, 173, 29, 26]"
270.0,270.0_29,car,0.953960120677948,"[354, 159, 33, 17]"
270.0,270.0_2,car,0.9155031442642212,"[457, 233, 61, 53]"
270.0,270.0_24,car,0.81354820728302,"[426, 144, 23, 16]"
270.0,270.0_32,car,0.7727240324020386,"[403, 156, 30, 25]"
270.0,270.0_25,car,0.7694085836410522,"[606, 139, 24, 19]"
270.0,270.0_23,car,0.6856415867805481,"[408, 143, 20, 14]"
270.0,270.0_22,car,0.6755709648132324,"[274, 142, 23, 21]"
270.0,270.0_14,car,0.6565595269203186,"[392, 393, 111, 79]"
270.0,270.0_16,car,0.6544902920722961,"[441, 127, 24, 14]"
270.0,270.0_26,car,0.6277080774307251,"[650, 144, 38, 20]"
270.0,270.0_18,car,0.5749304294586182,"[410, 136, 22, 13]"
270.0,270.0_17,car,0.5311545133590698,"[571, 125, 20, 16]"
280.0,280.0_28,car,0.9924854040145874,"[380, 176, 37, 31]"
280.0,280.0_38,car,0.9884994626045227,"[445, 209, 46, 38]"
280.0,280.0_41,car,0.9782542586326599,"[367, 226, 48, 40]"
280.0,280.0_7,car,0.9635814428329468,"[355, 280, 82, 75]"
280.0,280.0_30,car,0.9625136256217957,"[441, 176, 29, 27]"
280.0,280.0_25,car,0.9578855037689209,"[344, 160, 35, 20]"
280.0,280.0_13,car,0.8691999316215515,"[603, 134, 22, 18]"
280.0,280.0_27,car,0.8433939218521118,"[401, 157, 29, 26]"
280.0,280.0_3,car,0.8382173776626587,"[470, 249, 59, 60]"
280.0,280.0_15,car,0.7841604948043823,"[275, 143, 23, 19]"
280.0,280.0_17,car,0.7497988343238831,"[420, 145, 24, 17]"
280.0,280.0_18,car,0.6438944935798645,"[643, 143, 39, 20]"
280.0,280.0_11,car,0.6204653382301331,"[441, 127, 24, 14]"
280.0,280.0_16,car,0.5719693303108215,"[406, 144, 22, 14]"
